id,title,is_redirect,is_new,pagerank
2369892,Martin_Millar,False,False,1.8786290615943744
14919,International_Standard_Book_Number,False,False,1.7318592257190306
25175562,Virtual_International_Authority_File,False,False,1.3234436255887836
35566739,Integrated_Authority_File,False,False,1.2400823313582277
1491462,Library_of_Congress_Control_Number,False,False,1.2349102532148546
1339871,WorldCat,False,False,1.1635586033198846
199503,Bibliothèque_nationale_de_France,False,False,1.1435599125578129
330273,World_Fantasy_Award,False,False,1.087242941011064
18852926,International_Standard_Name_Identifier,False,False,1.0780126857380297
144135,Magic_realism,False,False,1.0709443492254598
32037,Ursula_K._Le_Guin,False,False,1.069388905149762
3198808,Biblioteca_Nacional_de_España,False,False,1.0686586624286891
3127198,Jeffrey_Ford,False,False,1.0650965712232434
43783925,Sofia_Samatar,False,False,1.0372087186566994
19215443,The_City_&_the_City,False,False,1.0350857777194618
33551951,Système_universitaire_de_documentation,False,False,1.024025523792767
16173936,G._Willow_Wilson,False,False,1.0143043254274295
369301,World_Fantasy_Award—Novel,False,False,1.0114257907991997
328357,The_Other_Wind,False,False,1.0095507011805525
18057,Louise_Erdrich,False,False,1.008784663153305
229198,Haruki_Murakami,False,False,1.008784663153305
3919410,Thraxas,False,False,1.007555308018872
30271,Tim_Powers,False,False,0.998006649972319
1041160,Jonathan_Strange_&_Mr_Norrell,False,False,0.9975959205486427
375267,"Little,_Big",False,False,0.9975351776541754
598011,Lyonesse_Trilogy,False,False,0.9974719115583338
12058048,The_Dragon_Waiting,False,False,0.9974719115583338
4366509,Mythago_Wood,False,False,0.9974719115583338
573712,Bridge_of_Birds,False,False,0.9974719115583338
2581528,The_Shadow_of_the_Torturer,False,False,0.9974719115583338
22619486,Thomas_the_Rhymer_(novel),False,False,0.9974059617096672
2059097,Royal_Library_of_the_Netherlands,False,False,0.9926069962333717
1887116,Rachel_Pollack,False,False,0.9888013235052863
2456143,William_Kotzwinkle,False,False,0.9888013235052863
1790755,Sean_Stewart,False,False,0.9887104518257752
2229854,Lewis_Shiner,False,False,0.9886625442968668
424956,Perfume_(novel),False,False,0.9884521811020457
1769858,Kafka_on_the_Shore,False,False,0.9883341587857024
43461714,The_Bone_Clocks,False,False,0.9883341587857024
2889602,Ysabel,False,False,0.9882714707314614
48205204,Tender_Morsels,False,False,0.9882714707314614
34016208,Soldier_of_Sidon,False,False,0.9882714707314614
17481030,Ombria_in_Shadow,False,False,0.9882714707314614
11151851,Bid_Time_Return,False,False,0.9882714707314614
1115451,Boy\'s_Life_(novel),False,False,0.9882714707314614
1997683,Replay_(Grimwood_novel),False,False,0.9882714707314614
14518884,The_Forgotten_Beasts_of_Eld,False,False,0.9882714707314614
3552894,Tooth_and_Claw_(novel),False,False,0.9882714707314614
20427915,Song_of_Kali,False,False,0.9882714707314614
14546116,Gloriana_(novel),False,False,0.9882714707314614
2741168,Declare,False,False,0.9882714707314614
412383,Only_Begotten_Daughter,False,False,0.9882714707314614
39226989,Who_Fears_Death,False,False,0.9882714707314614
740793,Last_Call_(novel),False,False,0.9882714707314614
2542994,The_Prestige,False,False,0.9882714707314614
6869197,Koko_(novel),False,False,0.9882714707314614
46815469,Towing_Jehovah,False,False,0.9882061234479583
2674298,Our_Lady_of_Darkness,False,False,0.9882061234479583
57752359,Osama_(novel),False,False,0.9882061234479583
17867,London,False,False,0.9846782949951799
14336,High_fantasy,False,False,0.984435774766045
68736,Glasgow,False,False,0.9461891692605106
66939,List_of_fantasy_authors,False,False,0.9243577727067388
2178871,Pulp_noir,False,False,0.9084721678024869
1758541,Urban_decay,False,False,0.9074401631577219
150349,Subculture,False,False,0.895898223417459
2212994,Simon_Fraser_(comics),False,False,0.895898223417459
40594,Pseudonym,False,False,0.8937482620839051
15782,Jane_Austen,False,False,0.8930141155460408
237274,Thriller_(genre),False,False,0.8864883670852844
53990144,SNAC,False,False,0.8828262609184641
93901,Brixton,False,False,0.8786070716400141
57344,Emma_(novel),False,False,0.8779472338658156
1307460,Doon_Mackichan,False,False,0.8638796323282218
15964397,Martin_Millar_(disambiguation),False,False,0.8638796323282218
18619759,Underland_Press,False,False,0.856980476196227
2722438,Seiun_Award,False,False,0.8566740142542448
32152403,The_Sons_of_Avalon_Saga,False,False,0.8538290957129857
2837441,Slab-O-Concrete,False,False,0.8538290957129857
57122049,Elbakin.net,False,False,0.8538290957129857
9415710,Tank_Girl_(film),False,False,0.8538290957129857
1233123,List_of_books_set_in_New_York_City,False,False,0.8538290957129857
8665351,Millar,False,False,0.8538290957129857
41363576,List_of_werewolf_fiction,False,False,0.8538290957129857
1577597,Martin_Scott,False,False,0.8538290957129857
