src,dst,weight
30271,1041160,0.017241379310344827
32037,22619486,0.01694915254237288
229198,14518884,0.017241379310344827
369301,32037,0.020833333333333332
375267,46815469,0.02040816326530612
1790755,1491462,0.017857142857142856
1997683,369301,0.020833333333333332
2212994,2369892,0.14285714285714285
2229854,18057,0.01818181818181818
2229854,48205204,0.01818181818181818
2369892,68736,0.03571428571428571
2542994,14546116,0.020833333333333332
2581528,39226989,0.020833333333333332
2722438,328357,0.16666666666666666
6869197,57752359,0.020833333333333332
12058048,424956,0.020833333333333332
14518884,22619486,0.020833333333333332
34016208,2581528,0.020833333333333332
48205204,19215443,0.020833333333333332
57752359,6869197,0.02127659574468085
18057,33551951,0.017241379310344827
32037,19215443,0.01694915254237288
375267,2741168,0.02040816326530612
424956,144135,0.0196078431372549
1887116,35566739,0.017241379310344827
2229854,32037,0.01818181818181818
2369892,3198808,0.03571428571428571
2741168,30271,0.020833333333333332
3127198,32037,0.017857142857142856
16173936,43461714,0.017543859649122806
43461714,328357,0.02040816326530612
57344,14919,0.2
328357,2581528,0.020833333333333332
328357,2889602,0.020833333333333332
369301,412383,0.020833333333333332
1887116,3552894,0.017241379310344827
1887116,4366509,0.017241379310344827
2229854,30271,0.01818181818181818
2229854,3552894,0.01818181818181818
2674298,57752359,0.02127659574468085
3127198,18852926,0.017857142857142856
11151851,328357,0.020833333333333332
11151851,2581528,0.020833333333333332
17481030,412383,0.020833333333333332
34016208,2889602,0.020833333333333332
66939,14336,0.06666666666666667
412383,32037,0.020833333333333332
1769858,3552894,0.02040816326530612
2229854,2542994,0.01818181818181818
2741168,229198,0.020833333333333332
3127198,2059097,0.017857142857142856
3919410,1041160,0.02040816326530612
3919410,43783925,0.02040816326530612
16173936,2059097,0.017543859649122806
16173936,12058048,0.017543859649122806
20427915,11151851,0.020833333333333332
34016208,3552894,0.020833333333333332
43461714,740793,0.02040816326530612
43461714,2369892,0.02040816326530612
43783925,11151851,0.019230769230769232
229198,3919410,0.017241379310344827
573712,30271,0.020833333333333332
573712,2369892,0.020833333333333332
1769858,46815469,0.02040816326530612
