src,dst,weight
1132,87021,0.00273224043715847
1132,1337061,0.00273224043715847
5882,8504,0.012987012987012988
26479,1351617,0.00819672131147541
26479,1856347,0.00819672131147541
87021,28882454,0.005747126436781609
151608,19765,0.008333333333333333
196710,374833,0.05263157894736842
224725,951978,0.125
263478,2052173,0.014285714285714285
304247,1132,0.1111111111111111
304247,374833,0.1111111111111111
321495,1671163,0.007751937984496124
413130,759263,0.007751937984496124
413137,1866658,0.007936507936507936
413142,6041001,0.009900990099009901
413174,1328474,0.012195121951219513
413176,2744282,0.008771929824561403
413176,25878612,0.008771929824561403
440948,2499160,0.09090909090909091
554117,1132,0.058823529411764705
610312,1512683,0.013513513513513514
640532,413130,0.029411764705882353
660597,1351354,0.027777777777777776
705606,26867799,0.016129032258064516
706641,33228448,0.019230769230769232
739672,30863,0.010526315789473684
759125,1294927,0.008620689655172414
773497,1410781,0.014925373134328358
849886,896426,0.01020408163265306
867243,7504988,0.013157894736842105
869945,1942058,0.02127659574468085
894406,1092645,0.021739130434782608
929083,61499359,0.016129032258064516
1061737,30265677,0.006896551724137931
1061842,471573,0.02857142857142857
1283728,37474838,0.018518518518518517
1287873,4689460,0.034482758620689655
1291676,2444975,0.01639344262295082
1294927,413130,0.014705882352941176
1294927,1336827,0.014705882352941176
1295060,34119,0.0125
1322813,87021,0.007936507936507936
1336827,849886,0.017543859649122806
1336827,1294927,0.017543859649122806
1348916,849886,0.015151515151515152
1351617,1351074,0.00909090909090909
1410781,1351617,0.009433962264150943
1469873,1328474,0.027777777777777776
1481539,165713,0.008849557522123894
1622944,1866693,0.01282051282051282
1671117,185047,0.014492753623188406
1738398,423488,0.014084507042253521
1784328,113661,0.016129032258064516
1856347,471573,0.006802721088435374
1858255,8678975,0.007575757575757576
1862185,413137,0.012658227848101266
1866482,1866742,0.008
1866482,22590160,0.008
1866658,820126,0.009708737864077669
1866742,1508190,0.0125
1944587,670087,0.015873015873015872
1954012,2284385,0.01818181818181818
1994869,6040569,0.006329113924050633
1994869,6053640,0.006329113924050633
2040581,1582694,0.02702702702702703
2047474,32432826,0.045454545454545456
2076915,3145077,0.030303030303030304
2076915,4689264,0.030303030303030304
2086470,1860614,0.010638297872340425
2125282,739672,0.024390243902439025
2218913,87018,0.014925373134328358
2277848,6053747,0.007352941176470588
2334547,69894,0.011904761904761904
2356753,2597828,0.007352941176470588
2380488,2027529,0.02040816326530612
2444190,413137,0.007142857142857143
2444764,381880,0.015151515151515152
2444975,660597,0.03333333333333333
2474594,12810621,0.02
2482547,8678961,0.0072992700729927005
2533835,1322813,0.02702702702702703
2551097,30863,0.1111111111111111
2597828,17470873,0.007352941176470588
2597828,23833420,0.007352941176470588
2621611,2641030,0.006993006993006993
2621611,8678992,0.006993006993006993
2641030,381906,0.02564102564102564
2723599,2027529,0.041666666666666664
2730657,2223794,0.05555555555555555
2776436,23829111,0.006535947712418301
2776436,29157112,0.006535947712418301
2785570,6053990,0.007142857142857143
2808231,6041070,0.011627906976744186
2808231,6053640,0.011627906976744186
2860436,6040958,0.027777777777777776
2873171,1866464,0.05263157894736842
2906781,31562231,0.03125
2989233,2856125,0.017543859649122806
3037500,20484987,0.017543859649122806
3327266,381447,0.022222222222222223
3336813,1351617,0.01694915254237288
3427376,30254223,0.037037037037037035
3445202,30292785,0.017543859649122806
3478686,7833858,0.03225806451612903
3594122,3586962,0.02564102564102564
3594988,30863,0.017857142857142856
3615908,25675557,0.03571428571428571
3624734,759125,0.07692307692307693
3695174,869945,0.05555555555555555
3740664,773497,0.038461538461538464
3937805,670087,0.0136986301369863
4121377,351029,0.019230769230769232
4322845,27801310,0.017857142857142856
5209365,52337462,0.0196078431372549
5507023,2027529,0.010638297872340425
6040812,1858255,0.007575757575757576
6040888,6053640,0.007936507936507936
6041273,6053859,0.008130081300813009
6041273,18994044,0.008130081300813009
6041302,6041330,0.006578947368421052
6041330,47409850,0.007575757575757576
6053747,6040888,0.007692307692307693
6053829,1092645,0.008
6053859,6041273,0.0070921985815602835
6053859,47211113,0.0070921985815602835
6053951,2444190,0.0072992700729927005
6053951,6040888,0.0072992700729927005
6053990,9254862,0.007352941176470588
6067636,539457,0.007246376811594203
6067636,2178283,0.007246376811594203
6067653,9316,0.00847457627118644
6067653,2597828,0.00847457627118644
7047301,4367,0.14285714285714285
7268413,6041330,0.01098901098901099
7504988,27907933,0.017241379310344827
7611673,26016593,0.007751937984496124
7620860,7655060,0.006802721088435374
7620921,7620860,0.0078125
7644975,7636333,0.006896551724137931
7645020,8678965,0.006944444444444444
7648224,17228143,0.007874015748031496
7668284,869945,0.007194244604316547
7668284,8678899,0.007194244604316547
7676040,6053908,0.007142857142857143
7676040,8678988,0.007142857142857143
7787806,387687,0.018867924528301886
7787816,6041001,0.007633587786259542
8418590,1866679,0.013333333333333334
8549612,23733712,0.015873015873015872
8550049,19532,0.0196078431372549
8607653,6053640,0.006666666666666667
8678950,9316,0.006896551724137931
8678950,1994869,0.006896551724137931
8678950,10128615,0.006896551724137931
8678961,6067636,0.007936507936507936
8678965,6067674,0.008064516129032258
8678975,1328497,0.007936507936507936
9254702,6053829,0.015151515151515152
9254702,8678992,0.015151515151515152
9254862,6067636,0.014925373134328358
9285716,6040812,0.023809523809523808
9285716,8678975,0.023809523809523808
9360757,156123,0.015873015873015872
